Name,Age,Date_of_Birth,Gender,Marital_Status,BMI,Practicing_Hours_2024_Jan_to_Aug,Dietary_Preference
Jeremy Jones,-64,1973-08-23,male,Married,41.73,14,v
William Hodge,11,2012-10-16,Female,Married,18.98,258,Non Vegetarian
Sandra Johnson,-100,1928-03-23,m,Married,47.75,11,Non-Vegetarian
Jeremy Benson,56,1967-06-28,F,Married,40.84,389,nv
Samantha Harvey,-62,1997-07-31,F,married,31.43,52,nv
Jeffrey Williams,108,1915-02-13,female,Single,15.22,110,veg
Mark Anderson DDS,54,1969-08-19,F,M,16.24,226,Vegetarian
Nicholas Vargas,34,1989-07-04,male,Married,45.37,326,veg
Teresa Rice,80,1943-08-31,Female,M,46.11,468,Non Vegetarian
Mallory Myers,19,2004-05-19,F,M,49.01,117,Non Vegetarian
Julian Scott,17,2006-02-06,F,M,40.65,277,Vegetarian
Joseph Kaufman,66,1957-11-06,male,Single,11.84,138,nv
Erik Fitzgerald,109,1914-10-27,Male,single,42.31,154,Non-Vegetarian
Mark Stewart,92,1931-01-12,Female,Married,18.97,-5,Non Vegetarian
Megan Moon,6,2017-08-04,male,married,36.9,78,v
Jessica Mitchell,57,1966-07-11,m,Married,17.4,76,nonveg
Anthony Matthews,114,1909-10-16,m,married,32.68,140,v
Cathy Wells,38,1985-11-19,F,single,40.4,76,non-veg
Ronald Williams,10,2013-03-10,Male,Single,26.38,249,Vegetarian
Joseph Bell,103,1920-06-02,F,Married,17.7,103,non-veg
Kristen Dennis,82,1941-04-02,F,Single,27.71,363,veg
Ernest Gomez,20,2003-03-15,m,single,16.96,117,nv
Teresa Sullivan,27,1996-06-18,m,M,40.36,270,veg
Alan Brown,69,1954-04-09,female,s,32.79,225,non-veg
Cynthia Ochoa,57,1966-06-26,m,Single,18.47,187,v
Theresa Contreras,93,1930-08-18,Female,s,13.82,35,nv
Betty Wilson,66,1957-06-23,Male,Single,29.88,352,Non-Vegetarian
John Weber,36,2007-04-06,Female,s,26.26,458,Non Vegetarian
Amber Burke,67,1956-11-27,Female,Single,25.58,449,v
Kelly Black,113,1910-02-10,Female,married,32.41,378,Non-Vegetarian
Dana Cummings,86,1937-06-01,m,M,22.97,23,non-veg
Jeffrey Skinner,111,1912-02-02,m,M,17.04,240,Vegetarian
Melissa Friedman,85,1938-06-06,male,Single,38.14,273,Non-Vegetarian
Grace Smith,45,1978-06-12,Female,single,11.97,395,nv
Margaret Dean,22,1925-12-12,m,M,47.59,207,veg
Todd Bell,74,1949-02-28,male,Single,47.65,402,non-veg
Michael Patterson,34,1989-03-23,male,married,31.23,354,Non-Vegetarian
Michelle Frazier MD,53,1970-08-19,m,Married,10.77,455,veg
Daniel Williams,27,1996-06-10,male,s,11.72,186,nv
Brandy Baldwin,-53,1939-11-03,male,M,32.77,293,nv
Melissa Johnson,102,1921-02-15,male,Married,44.84,498,Non-Vegetarian
Daniel Johnson,100,1923-06-20,m,married,45.23,455,veg
Nathan Schultz MD,94,1929-10-08,Female,s,26.47,39,Non Vegetarian
David Tran,35,1988-03-28,F,single,17.38,262,nv
Debra Adkins,3,2020-12-20,male,married,43.44,45,Non-Vegetarian
Brenda Duncan,99,1924-01-12,male,M,16.11,269,Non Vegetarian
Brady Wolfe,-46,1966-09-07,male,married,43.66,150,nv
Mary Ellis,38,1985-09-20,m,Single,18.12,110,nv
Laura Acosta,103,1920-08-31,Male,single,23.19,300,Non-Vegetarian
Diana Parker,91,1932-02-04,male,s,48.81,145,nonveg
Kimberly Jackson,105,1918-07-22,female,married,42.04,109,Vegetarian
Patricia Rogers,63,1960-10-07,Male,Married,46.13,380,Non Vegetarian
Brenda Massey,-15,2000-05-23,m,M,46.18,274,non-veg
Terry Garcia,64,1959-12-27,male,M,37.53,334,Non-Vegetarian
Henry Long,104,1919-09-23,Female,s,25.36,345,non-veg
Robin Buchanan,82,1941-09-01,m,Single,42.62,49,veg
Jordan Hunt,88,1988-10-20,m,M,12.72,142,nonveg
Jon Smith,76,1947-06-29,Male,married,34.61,224,Non-Vegetarian
Amanda Hernandez,29,1994-03-30,male,M,23.17,104,Non Vegetarian
Haley Rangel,101,1922-06-11,female,M,31.25,474,nv
Rebecca Adams,65,1958-10-30,Male,Married,48.76,-3,v
Donald Hunt Jr.,55,1968-04-14,F,Single,44.76,322,non-veg
Alexandra Rodriguez,83,1940-06-09,Female,M,14.57,404,non-veg
Emily Williams,22,2001-05-04,F,s,17.89,468,Non-Vegetarian
Tony Hernandez,106,1917-01-05,Male,s,26.15,418,veg
Brian David,57,1966-10-12,Male,single,21.13,75,Vegetarian
Juan Sheppard,55,1968-02-10,female,Married,21.78,141,Non-Vegetarian
Christina Paul,-59,2021-06-21,female,Single,42.27,81,Non-Vegetarian
Brittany Knight,80,1957-09-24,female,Married,16.48,293,Non Vegetarian
Mr. John Sims,111,1912-11-10,Male,Single,16.07,123,nv
Kelly Smith,19,2004-02-13,female,single,39.36,124,Vegetarian
Daniel Buck,72,2012-10-12,m,married,23.33,321,Non Vegetarian
Todd Mcfarland,75,1948-10-25,female,single,43.9,369,nv
Rebecca Garza,62,1961-03-21,Female,s,37.4,132,Non-Vegetarian
Ronald Thompson,107,1916-04-16,female,Single,25.0,65,Non Vegetarian
Ronald Williams,26,1997-06-11,Male,s,20.82,276,Non-Vegetarian
Claudia Wright,101,1922-11-10,m,married,37.0,78,non-veg
Anthony Smith,67,1956-11-09,male,Married,24.7,288,nv
Noah Andrews,28,1995-12-17,F,married,44.96,452,Non-Vegetarian
Jeffrey Gonzalez,45,1978-05-14,m,single,17.7,7,Vegetarian
Heather Butler,50,1973-09-04,female,married,36.98,91,Non-Vegetarian
Stephen Marshall,28,1963-07-22,m,single,38.81,295,Non-Vegetarian
Allison Tucker,57,1966-10-16,m,Married,49.76,42,non-veg
Tracy Williams,53,1970-03-10,F,single,23.99,-9,non-veg
Mary Thomas,87,1936-04-27,m,M,41.64,473,veg
Barbara Turner,88,1935-09-15,female,M,30.32,16,nv
Steven Moyer,8,2015-10-13,male,Married,40.49,194,nv
Alexander Schultz,-80,1925-03-10,Male,married,47.74,252,Non-Vegetarian
Jacqueline Brown,-70,2007-03-08,Female,married,36.73,446,nonveg
Brenda Miles,61,1947-12-25,m,Married,19.47,35,non-veg
David Wright,36,1987-08-29,m,Single,45.16,166,non-veg
Matthew Marquez,-78,1928-06-07,Male,s,42.88,147,Non-Vegetarian
Erica Newman,5,2018-01-22,male,married,25.24,340,Non-Vegetarian
Rachel Gates,53,1970-05-23,Male,M,47.68,342,Non-Vegetarian
Kevin Rivas,64,1959-05-20,male,M,18.89,73,nv
Elizabeth Gates,71,1952-06-20,F,M,44.67,103,v
Daniel Newton,28,1995-11-18,female,Married,40.7,115,non-veg
Nancy Donovan,67,1956-07-19,male,Married,25.39,309,veg
John Gray,24,1999-04-26,male,M,23.42,429,non-veg
Dale Fletcher,19,2004-07-02,Male,M,32.06,421,veg
Ashley Roman,108,1915-05-12,female,M,10.49,11,non-veg
Jamie Smith,90,1933-08-31,female,single,34.5,184,nv
Margaret Bates,78,1945-09-09,Male,M,47.46,74,veg
Maria Hernandez,31,1992-01-14,Female,s,42.44,64,nv
Derek Gill,98,1925-06-16,male,Single,11.57,213,nv
Stephanie Lewis,40,1983-10-16,Female,single,40.68,356,veg
Cindy Chambers,17,2006-06-27,m,Single,45.64,207,nonveg
Paul Williams,-40,1929-06-29,F,single,47.71,369,nv
Alejandro Burch,73,2011-11-28,Male,Married,10.2,404,Vegetarian
Nathaniel Lee,84,1939-03-22,male,M,25.83,429,nv
Laura Hamilton,85,1997-02-05,Female,s,28.3,403,Vegetarian
Brenda Williams,42,1981-10-07,Female,married,37.78,161,v
George Stephens,75,1948-03-10,F,single,18.85,76,Vegetarian
Deanna Ryan,79,1944-06-03,female,Single,23.9,294,Vegetarian
Leah Holder,66,1957-02-02,Male,M,30.41,359,nonveg
Sandra Walters,71,1952-02-29,m,Married,36.69,492,veg
Lucas Stone,21,2002-04-17,male,Married,45.29,223,veg
Karen Dillon,-69,2010-05-28,female,Married,34.29,131,veg
Terri Butler,76,1947-07-05,Female,Single,25.37,131,veg
Jeffrey Lamb,87,1936-05-12,Male,Single,10.26,144,Non Vegetarian
Kendra Spencer,70,1953-07-30,m,Married,10.94,100,nv
Todd Benson,6,2017-06-30,Female,single,45.13,257,nonveg
Brian Rodriguez,-39,1955-12-16,Male,Married,44.96,51,veg
Collin Scott,43,1961-02-28,F,M,49.84,489,nonveg
Tonya Austin,48,1975-02-28,m,Married,36.26,143,Non Vegetarian
Mr. Christopher Campbell Jr.,74,1949-12-18,Female,Single,24.49,144,Vegetarian
Wendy Benitez,103,1920-05-05,F,married,34.61,162,v
Hannah Santiago,4,2002-01-04,Male,Married,12.49,374,v
Robert Buchanan,52,1971-02-14,male,s,13.25,220,Vegetarian
Susan Daniel,7,2016-08-23,female,Married,44.03,401,Non-Vegetarian
Andre Reed,53,1970-01-03,female,M,20.68,206,Non Vegetarian
Julie Rivera,64,2016-11-28,female,single,49.1,356,nv
Ariana Brown,68,1955-01-14,m,Single,25.93,237,nonveg
Gabriel Morris,114,1909-09-15,Male,Single,46.72,125,non-veg
Albert Thompson,54,1957-04-19,male,Single,41.87,301,non-veg
Lauren Russell,99,1924-01-05,m,Married,10.9,252,non-veg
Dana Wilkinson,90,1933-02-14,m,Single,34.94,136,Vegetarian
Michelle Smith,21,2002-01-26,male,s,47.2,362,veg
Brian Singh,44,1979-07-29,F,single,40.11,191,nonveg
Eric Douglas,55,1968-01-06,Male,single,46.7,243,nv
Anthony Jones,32,1991-02-27,female,s,45.34,190,Vegetarian
Stephen Hardy,99,2006-12-03,Female,Single,11.48,380,Vegetarian
Destiny Mcgee,35,1988-06-26,female,married,47.26,128,Non-Vegetarian
Mr. Travis Malone,13,2015-05-11,F,s,35.71,222,Non-Vegetarian
Michael Acosta,111,1912-06-26,F,M,39.52,160,nv
Maria French,104,1919-04-03,F,single,35.09,287,nv
Jason Anderson II,92,1931-07-05,male,Married,13.23,199,Non-Vegetarian
Jennifer Saunders,22,2001-06-10,Male,Single,21.44,472,Non-Vegetarian
Travis Taylor,92,1931-10-26,female,Married,16.66,204,nonveg
Tammy Alexander,81,1942-10-13,female,married,46.31,133,v
Dr. Wayne Williams,-19,1994-04-28,Female,Single,31.84,355,v
David Hunt,67,1956-10-05,Female,married,22.42,83,non-veg
Ricky Gutierrez,5,1955-02-23,male,married,39.21,422,Vegetarian
Courtney Walter DDS,59,1964-12-17,m,Married,21.5,333,Non Vegetarian
Donald Ball,-40,1937-04-05,female,married,44.82,317,non-veg
Tonya Barron,33,1990-01-22,m,single,33.5,49,Non Vegetarian
Madison Brewer,21,2002-07-30,Female,single,19.09,230,veg
Timothy Moon,78,1945-03-15,female,married,26.94,173,veg
Ryan Watson,-75,2020-08-03,m,married,29.07,151,non-veg
Jennifer Hernandez,-62,2020-12-04,female,M,38.69,96,Vegetarian
Austin Figueroa,17,2006-08-15,Female,Married,16.13,477,nv
Olivia Campbell,39,1955-04-16,female,s,34.93,439,veg
Erika Powell,-57,1923-01-08,male,Single,47.16,139,veg
Oscar Hunter,64,1959-07-01,male,Single,38.88,0,v
Thomas Miller,40,1983-02-25,m,Married,29.83,201,veg
Martha Underwood,95,1928-08-30,m,Married,37.93,240,Non-Vegetarian
James White,84,2000-04-04,F,Single,18.29,184,v
Jeffrey Page,105,1918-04-21,Male,Single,15.71,359,non-veg
Christine Hancock,-48,1936-06-24,male,married,43.97,483,nv
Travis Harper,95,1928-02-04,female,Married,30.52,369,Vegetarian
Anthony Keller,61,1962-01-29,Female,s,30.1,185,Non Vegetarian
Cindy Underwood,28,1995-04-15,female,Married,30.27,196,veg
Kevin Dean,94,1929-01-07,male,Married,28.48,-5,Non-Vegetarian
Kristina Harris,19,2004-07-10,female,s,16.3,120,v
Rodney Bullock,98,1925-07-16,m,M,12.2,331,Vegetarian
Jonathan Valencia,28,1995-09-03,F,single,11.85,134,nonveg
Andrea Dixon,11,2012-03-28,female,married,13.88,84,Non-Vegetarian
Kyle Thomas,89,1934-09-10,female,M,38.05,483,nonveg
Michelle Camacho,89,1934-02-22,F,single,32.41,44,veg
Philip Ward,-52,1909-09-13,m,M,22.18,331,Non-Vegetarian
Gary Dixon,83,1940-01-03,Female,M,21.4,86,nonveg
John Hebert,16,2007-05-15,F,married,10.21,288,Non-Vegetarian
Hannah Burns,36,1987-11-20,m,single,35.85,273,Vegetarian
Rachel Hartman,26,1997-12-03,F,married,35.05,70,nv
Larry Rogers,-83,1938-08-03,female,married,30.21,212,non-veg
Meghan Smith,20,1996-08-08,m,married,17.14,152,nonveg
Colleen Underwood,25,1998-10-23,F,M,15.89,84,nv
Nathan Dean,-71,2006-09-20,Male,Single,26.51,487,nonveg
Marvin Hernandez,112,1911-01-09,Female,married,32.89,463,nonveg
Jack Deleon,28,1995-05-24,m,M,17.1,305,nv
Erica Adams,104,1919-08-04,female,Married,33.66,287,Non-Vegetarian
Vincent Foster,-4,1971-03-31,Female,Single,46.56,116,nv
Jessica Bradley,96,1927-04-25,Female,Married,49.44,333,v
Susan Gates,96,1927-09-28,Female,Single,11.89,221,Vegetarian
Rachel Christensen,65,1958-10-03,F,single,21.18,178,nonveg
Ronald Gonzales,19,2004-04-07,F,s,43.62,-9,nv
Leah Davis,-54,2014-01-17,female,Single,19.71,176,v
Kerri Alexander,14,2009-09-18,male,Married,32.27,152,nonveg
Tony Serrano,47,1976-12-02,female,Married,21.63,111,Non-Vegetarian
Debra Howard,49,2017-09-16,Male,single,30.24,93,nonveg
Drew Dunn,9,1966-10-28,female,Single,44.98,435,veg
Mr. Henry Mcpherson MD,113,1910-07-07,m,M,11.08,254,veg
Jessica Lam,27,1996-04-13,male,M,38.24,292,nv
Jacob Curtis DDS,-85,1995-10-09,F,s,24.82,59,v
Amy Mcneil PhD,63,1960-04-22,F,married,35.2,129,nv
Tommy Vega,87,1936-02-25,F,married,42.24,77,v
Hannah Baker,16,2007-10-21,F,M,16.81,335,non-veg
Zoe Murray,20,2003-07-03,m,single,29.65,292,Vegetarian
Jon Roberts,37,1986-09-11,F,married,16.87,149,v
Lisa Bennett,83,1940-12-29,F,married,45.39,111,nonveg
Rachel Roberson,24,1999-06-09,Female,Single,48.07,480,Non Vegetarian
Jessica Ortiz,59,1964-03-18,female,M,17.08,69,Vegetarian
Kristin Lane,7,2016-03-29,Male,single,11.76,441,Vegetarian
Adam Davis,-55,1919-08-09,male,Single,14.98,275,veg
Sean Evans,-85,1957-04-20,m,M,31.2,448,Non-Vegetarian
Jill Estrada,70,1953-03-23,Male,M,18.7,427,Vegetarian
Jeffrey Mcmillan,19,1996-05-09,Male,single,38.01,131,v
Mike Miller,9,2014-04-14,female,Married,11.96,444,Vegetarian
Katherine Lee,80,1943-05-28,female,Married,16.59,433,veg
Kenneth Atkins,36,1987-03-02,Male,M,15.97,355,nv
Melissa Hughes,55,1968-11-23,Female,M,24.5,84,Non-Vegetarian
Evan Ryan,67,1956-09-12,Male,single,17.72,459,nv
Gerald Hartman,79,1944-01-06,m,Single,19.68,290,non-veg
Wendy Lynn,38,1985-11-08,male,married,47.87,376,Non-Vegetarian
Lisa Martinez,36,1987-07-18,m,single,30.0,67,nv
Paula Gray,52,1971-05-18,Male,M,26.9,426,nv
Amanda Reyes,97,1926-11-04,male,Single,38.42,348,non-veg
George Williams,95,1928-10-03,Male,M,40.62,190,nv
Mr. John Harrell,86,1937-02-24,F,Married,28.9,311,Non-Vegetarian
Jennifer Kerr,31,1992-06-26,F,s,22.35,45,Vegetarian
Jeffrey Morris,17,2006-07-24,F,single,20.74,74,nv
Michael Mcdonald,113,1910-06-10,female,s,36.47,134,nv
Sarah Howard,52,1971-03-11,Female,married,25.65,164,Non Vegetarian
Dr. Sandra Hernandez,54,1969-11-20,male,married,34.47,81,nonveg
Holly Gray,100,1923-12-05,female,s,19.75,331,non-veg
Jessica Chavez,49,1974-10-06,m,single,11.08,55,non-veg
Jodi Hull,5,2018-03-27,female,Married,25.43,64,Vegetarian
Jaclyn Washington,93,1930-12-31,female,Single,13.28,52,Non Vegetarian
Brittany Reid,105,1918-12-26,female,Single,27.6,307,v
Elizabeth Sandoval,14,2009-04-18,male,single,33.45,359,Non-Vegetarian
Donald Guzman,8,2015-04-16,Female,Single,40.12,436,Vegetarian
Derek Morrison,66,1935-12-27,female,Married,33.56,380,nonveg
Adam Herman,98,1925-05-12,F,single,25.71,386,v
Dana Chen,109,1914-10-02,F,s,21.34,234,Vegetarian
Jeanne Grant,-54,1967-11-13,F,Single,49.3,134,Vegetarian
Jonathan Evans,103,1920-01-28,F,M,23.57,-2,v
Pamela Mayer,112,1911-01-03,m,married,31.47,53,Non Vegetarian
Elizabeth Wood,14,1914-10-30,m,M,47.62,-2,veg
Cassandra Hall,70,1953-05-15,Male,Married,37.61,213,Vegetarian
Jennifer Simpson,4,2019-12-12,Male,married,26.83,326,Vegetarian
William Nguyen,16,2007-11-30,male,married,15.04,142,v
Patrick Nolan,87,1936-06-15,male,s,13.21,144,veg
Allison Ward,70,1964-07-14,F,Married,26.25,309,non-veg
Rachel Lopez,15,2008-11-13,m,Married,41.27,385,veg
Kim Medina,48,1975-07-09,m,M,27.88,427,non-veg
Christina Lewis,5,2017-10-07,F,Married,47.86,397,v
Kelly Alvarez,84,1939-09-12,m,married,40.75,35,nonveg
Laurie Rodriguez,-83,1977-09-14,m,M,36.7,190,Non Vegetarian
Austin Ingram DDS,63,2022-05-11,male,Married,31.15,363,veg
Theresa Valenzuela,97,1926-09-29,Female,married,45.28,89,non-veg
Kaitlin Carter,105,1918-11-28,male,Single,13.25,18,Non Vegetarian
Steven Clark,9,2014-11-04,m,M,35.49,23,nonveg
Sarah Davis,61,1962-01-14,Male,M,32.05,50,veg
Brandon Martin,57,1939-10-16,female,married,43.49,138,veg
Brad Barton,1,1975-03-02,Female,s,14.72,-3,v
Amy Phillips,40,1958-09-01,m,Married,48.44,-1,veg
Jessica Thomas,84,1939-03-03,Male,M,15.59,480,Vegetarian
Cody Richardson,96,1927-11-01,male,M,37.12,348,Non Vegetarian
Christina Morales,76,1947-10-15,male,single,18.87,34,v
Lauren Brady,83,1940-06-28,F,Single,20.8,296,v
Mark Harris,-94,1986-05-31,m,s,26.46,392,v
Dustin Thomas,-45,2003-06-15,m,Single,41.3,106,nonveg
Jim Acevedo,48,1975-09-26,F,married,29.78,338,v
Lisa Hogan,-7,2017-01-03,Male,s,43.14,16,Non-Vegetarian
Patricia Reid,92,1931-11-20,m,M,38.53,442,Vegetarian
Roberto Porter,115,1908-08-07,Male,s,39.95,277,veg
Karen Cabrera,-88,1986-04-13,male,Married,17.14,458,Non-Vegetarian
Alan Johnson,21,2002-07-07,female,M,11.86,413,Non Vegetarian
Lisa Thompson,17,2006-03-05,m,married,22.6,110,Non-Vegetarian
James Atkins,84,1939-06-26,m,Married,34.58,151,nonveg
Lori Carson,21,2002-06-16,male,Married,38.26,34,Non-Vegetarian
Thomas Harris,-98,1983-10-24,Male,single,25.01,420,veg
Richard Jones,19,2004-01-17,Female,single,18.99,84,nonveg
Jocelyn Richardson,6,2017-11-27,male,Married,17.78,388,Vegetarian
Joseph Simon,-25,2015-11-01,F,married,43.26,407,nonveg
Mary Henderson,68,1955-06-12,m,married,27.57,49,nonveg
Laura Haynes,88,1935-05-16,m,Single,39.61,406,Vegetarian
Susan Sullivan,95,1928-09-16,Female,married,25.81,85,Non Vegetarian
Ryan Houston,42,2009-07-21,Male,Single,29.17,52,Vegetarian
Matthew Bush,20,2003-09-12,Female,single,38.84,346,Non-Vegetarian
Andrew Harrison,80,1943-08-03,Female,s,22.29,-5,v
Michael Tanner,41,1982-07-18,female,M,38.68,4,nv
Dr. Kevin Nunez,106,1917-04-14,female,Married,34.37,8,Vegetarian
Lori Rhodes,37,1986-08-10,female,single,46.05,41,v
Angela Vasquez,62,1961-04-19,female,married,49.0,59,nv
Eric Anderson,86,1937-12-14,female,M,23.74,303,Vegetarian
Frances Velez,30,1993-02-22,m,Single,39.71,139,Non-Vegetarian
Elizabeth Conley,1,2022-05-31,Female,single,40.23,304,nonveg
Andre Walker,14,2009-08-21,female,Married,31.34,463,Non Vegetarian
Wayne Hendricks,-3,1912-09-05,male,single,32.74,111,Non-Vegetarian
Mark Martinez,31,1992-04-12,female,s,40.99,145,veg
Nathan Johnson,27,1996-12-17,Female,M,23.48,468,non-veg
Andrew Taylor,103,1920-03-11,female,single,16.43,27,Non-Vegetarian
Trevor Webb,37,1986-06-05,F,Single,46.03,73,nv
Nicole Bush,30,1993-11-21,Male,M,19.72,148,non-veg
Dawn Jones,-69,1949-02-27,Male,Married,23.98,498,nv
Mackenzie Williams,44,1979-06-05,F,Married,49.85,367,nv
Nancy Lewis,67,1956-02-23,m,s,10.65,433,nv
Michael Jackson,29,1994-03-02,male,Married,37.68,131,Non Vegetarian
Karen Turner,6,2017-06-08,Male,single,28.3,462,Non Vegetarian
Beth Brown,49,1974-06-22,Female,Married,46.72,381,Non-Vegetarian
Jeffrey Jordan,64,1959-08-27,male,M,44.42,479,Vegetarian
Melissa Osborne,10,2013-01-04,m,single,32.58,406,Non Vegetarian
Jessica Holmes,46,1977-07-28,Female,Single,28.93,-10,nv
Terri Schaefer,48,1975-10-09,male,s,45.78,218,nv
Kaitlyn Wolfe,106,1917-11-02,Male,M,32.93,29,nonveg
Tracy Landry,100,1923-10-19,m,Single,17.0,284,non-veg
William Johnson,78,1969-12-28,m,s,21.21,465,Non Vegetarian
Lisa Grant,92,1931-06-30,F,M,22.57,489,nv
Richard Perez,18,2005-10-01,Male,M,37.72,271,veg
Robyn Powell,15,2008-07-02,m,Single,20.45,250,nv
Sylvia Martinez,108,1915-03-25,F,Single,40.08,472,veg
Kevin Russell,42,1981-09-06,female,M,24.71,57,v
Peggy Bradley,24,1999-12-15,Female,s,32.57,60,Vegetarian
Dustin Avila,25,1998-04-12,Female,married,38.46,138,veg
Tiffany Shaw,54,1969-11-25,male,s,29.62,135,v
David Hernandez,77,1946-11-26,male,Married,19.72,278,nv
Christopher Perry,21,2002-01-14,m,Married,23.87,236,v
Sandra Brown,112,1911-12-14,Female,s,39.37,249,Non Vegetarian
Alexandra Dixon,18,2005-11-18,F,s,49.68,487,nonveg
Lauren Blanchard,10,2013-08-08,male,Married,13.45,61,nonveg
Jennifer Koch,-93,1952-11-29,m,s,29.08,238,non-veg
Stephen Graham,91,1932-06-19,female,married,15.05,121,Vegetarian
Nancy Alexander,109,1914-12-24,Female,M,10.33,498,non-veg
Michael Costa,29,1994-01-02,F,married,42.28,260,nv
Sherry Nelson,-6,1987-03-15,female,s,44.88,465,Non-Vegetarian
Kristina Wilson,68,1955-06-25,m,Married,17.42,198,Vegetarian
Luis Roman,73,1950-12-16,Male,Single,10.55,460,nv
Patricia Thornton,-90,1962-02-02,Male,married,15.42,199,non-veg
Tami Houston,47,1976-10-16,Female,s,24.1,253,Non-Vegetarian
Chelsea Coleman,39,1984-02-12,F,Single,35.27,152,v
Joshua Levy,75,1948-03-17,Male,M,18.31,376,Non Vegetarian
Bradley Cardenas,78,1945-02-23,Female,married,28.86,48,Non Vegetarian
Sharon Maldonado,-42,1910-01-26,female,single,38.47,190,v
Bridget Roberson,90,1933-08-13,m,married,44.32,347,non-veg
Elizabeth Ramsey,77,1946-09-30,female,Married,36.72,302,nv
Helen Garcia,37,1986-02-06,Male,s,24.19,4,nv
Stacey Larson,110,1913-02-25,F,single,20.01,96,nonveg
Robin Rivera,13,2017-12-23,Male,married,30.96,197,nv
Heidi Bailey,68,1955-06-12,female,single,22.39,54,nv
Robert Gregory,5,2018-04-01,Male,Single,21.13,112,nv
Jesse Banks,83,1940-04-19,F,Single,28.3,306,v
Kelly Mccarty,48,1975-10-29,Female,Married,23.98,380,nonveg
Donna Roberts,90,1933-04-07,Female,s,44.08,108,nonveg
Larry Hardy,99,1924-11-27,male,Single,13.38,484,nv
Desiree Cox,67,1956-04-06,female,Married,43.35,167,v
Karen Davis,-68,1990-05-01,male,M,48.95,94,nonveg
Daniel Leblanc,79,1944-09-03,m,Married,44.69,277,Vegetarian
Brenda Rodriguez,37,1986-01-31,female,s,38.53,42,nonveg
Luis Monroe,64,1959-09-10,m,Single,17.33,67,v
Brian Reed,95,1929-07-19,Male,M,13.1,120,v
Sonia Silva,25,1998-01-25,m,s,40.64,59,nv
Dawn Bruce,107,1916-02-19,F,single,22.41,496,veg
Chad Reyes,75,1948-01-24,Female,Married,17.48,156,Vegetarian
Bryan Robbins,13,2012-09-15,female,Married,47.44,414,Vegetarian
Nathaniel Gaines Jr.,11,2012-03-13,male,Single,26.29,173,Non-Vegetarian
Tim Kim,-30,2019-09-27,m,M,27.43,393,Non-Vegetarian
Judy Sanchez,12,2011-10-11,Female,s,37.7,486,v
Brian Johnson,79,1944-07-29,F,Married,30.0,154,Non-Vegetarian
Kyle Delgado,68,1955-01-20,male,Single,19.37,399,veg
Diane Clark,38,1985-04-14,female,M,32.78,492,nv
Stephanie Faulkner,-11,1944-06-14,male,married,21.47,302,Vegetarian
William Howard DDS,61,1962-11-03,m,Married,21.15,-7,Vegetarian
Jerry Haas,93,1930-08-30,Male,Single,47.59,489,Non Vegetarian
Rachel David,9,2014-05-29,Female,M,32.63,450,nonveg
Amy Swanson MD,61,1962-12-15,female,Married,32.61,308,veg
Amanda Johnson,-77,2003-03-31,m,M,43.13,43,Vegetarian
Stephanie Williams,7,2016-05-11,F,single,35.91,271,non-veg
David Jones,71,1952-06-30,F,Married,27.45,221,non-veg
Misty Watson,19,1935-08-22,F,M,16.03,28,non-veg
Kelly Sherman,24,1999-01-06,Female,M,26.81,357,Non Vegetarian
Russell Ortiz,64,1930-03-01,F,Single,19.94,15,v
Travis Burns,39,1966-09-07,m,single,14.49,322,Non Vegetarian
Jean Bush,96,1927-08-16,m,M,31.76,444,v
Robert Stevens,88,1909-07-21,m,M,32.48,32,Non Vegetarian
